id,date,CustomField.{Hulpmiddel},CustomField.{Sector}
someId,01.9.2014,Illegal content,International
someId,01.9.2014,Malicious code,Private
someId,01.9.2014,Hacking/Cracking,Private
someId,01.9.2014,Spam,Private
someId,01.9.2014,Information leakage,Private
someId,01.9.2014,Information leakage,Public
someId,01.9.2014,Ransomware/Cryptoware,Private
someId,01.9.2014,Injection attacks,Public
someId,01.9.2014,Injection attacks,Private
someId,01.9.2014,Malicious code,Private
someId,01.9.2014,Information leakage,Private
someId,01.9.2014,Ransomware/Cryptoware,International
someId,01.9.2014,Hacking/Cracking,Public
someId,01.9.2014,Phishing,International
someId,01.9.2014,Injection attacks,International
someId,01.9.2014,Denial of service,Public
someId,01.9.2014,Injection attacks,Private
someId,01.9.2014,Spam,Private
someId,01.9.2014,Other,Public
someId,01.9.2014,Injection attacks,Private
someId,01.9.2014,Illegal content,Public
someId,01.9.2014,Illegal content,Public
someId,01.10.2014,Cyber espionage,Public
someId,01.10.2014,Hacking/Cracking,Public
someId,01.10.2014,Cyber espionage,Private
someId,01.10.2014,Phishing,Private
someId,01.10.2014,Spam,International
someId,01.10.2014,Data breaches,Private
someId,01.10.2014,Ransomware/Cryptoware,International
someId,01.10.2014,Data breaches,Private
someId,01.10.2014,Cyber espionage,International
someId,01.10.2014,Malicious code,Private
someId,01.10.2014,Denial of service,International
someId,01.10.2014,Phishing,Public
someId,01.10.2014,Ransomware/Cryptoware,International
someId,01.10.2014,Malicious code,Private
someId,01.10.2014,Hacking/Cracking,Public
someId,01.10.2014,Phishing,Public
someId,01.10.2014,Information leakage,Private
someId,01.10.2014,Botnets,Private
someId,01.10.2014,Information leakage,Public
someId,01.10.2014,Botnets,Public
someId,01.10.2014,Botnets,International
someId,01.10.2014,Ransomware/Cryptoware,International
someId,01.10.2014,Injection attacks,Public
someId,01.10.2014,Spam,Public
someId,01.10.2014,Malicious code,Public
someId,01.10.2014,Spam,Private
someId,01.10.2014,Injection attacks,Public
someId,01.10.2014,Botnets,Private
someId,01.10.2014,Malicious code,Public
someId,01.10.2014,Cyber espionage,Private
someId,01.10.2014,Malicious code,International
someId,01.10.2014,Data breaches,International
someId,01.10.2014,Ransomware/Cryptoware,Public
someId,01.10.2014,Hacking/Cracking,International
someId,01.10.2014,Other,Public
someId,01.10.2014,Cyber espionage,International
someId,01.10.2014,Botnets,Public
someId,01.10.2014,Other,International
someId,01.10.2014,Ransomware/Cryptoware,Private
someId,01.10.2014,Other,Private
someId,01.10.2014,Cyber espionage,International
someId,01.10.2014,Information leakage,Public
someId,01.10.2014,Cyber espionage,Public
someId,01.11.2014,Denial of service,International
someId,01.11.2014,Botnets,Public
someId,01.11.2014,Malicious code,Private
someId,01.11.2014,Illegal content,Private
someId,01.11.2014,Injection attacks,Private
someId,01.11.2014,Malicious code,Public
someId,01.11.2014,Data breaches,Public
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Hacking/Cracking,International
someId,01.11.2014,Other,Private
someId,01.11.2014,Hacking/Cracking,Public
someId,01.11.2014,Botnets,Private
someId,01.11.2014,Malicious code,International
someId,01.11.2014,Malicious code,Private
someId,01.11.2014,Data breaches,International
someId,01.11.2014,Denial of service,International
someId,01.11.2014,Other,Public
someId,01.11.2014,Hacking/Cracking,Public
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Denial of service,Private
someId,01.11.2014,Hacking/Cracking,Private
someId,01.11.2014,Data breaches,Public
someId,01.11.2014,Phishing,International
someId,01.11.2014,Malicious code,Public
someId,01.11.2014,Illegal content,Private
someId,01.11.2014,Phishing,Private
someId,01.11.2014,Data breaches,International
someId,01.11.2014,Malicious code,Private
someId,01.11.2014,Ransomware/Cryptoware,Public
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Hacking/Cracking,Private
someId,01.11.2014,Data breaches,Public
someId,01.11.2014,Malicious code,Public
someId,01.11.2014,Injection attacks,International
someId,01.11.2014,Injection attacks,Public
someId,01.11.2014,Other,Public
someId,01.11.2014,Other,Public
someId,01.11.2014,Cyber espionage,International
someId,01.11.2014,Botnets,Public
someId,01.11.2014,Cyber espionage,International
someId,01.11.2014,Information leakage,Private
someId,01.11.2014,Information leakage,Public
someId,01.11.2014,Data breaches,Private
someId,01.11.2014,Illegal content,International
someId,01.11.2014,Injection attacks,Public
someId,01.11.2014,Data breaches,Private
someId,01.11.2014,Ransomware/Cryptoware,Private
someId,01.11.2014,Information leakage,Private
someId,01.11.2014,Hacking/Cracking,Public
someId,01.11.2014,Malicious code,International
someId,01.11.2014,Information leakage,International
someId,01.11.2014,Malicious code,Private
someId,01.11.2014,Hacking/Cracking,Private
someId,01.11.2014,Data breaches,Public
someId,01.11.2014,Botnets,Private
someId,01.11.2014,Other,Private
someId,01.12.2014,Botnets,Private
someId,01.12.2014,Other,Public
someId,01.12.2014,Ransomware/Cryptoware,Private
someId,01.12.2014,Injection attacks,International
someId,01.12.2014,Botnets,Public
someId,01.12.2014,Malicious code,Public
someId,01.12.2014,Ransomware/Cryptoware,Public
someId,01.12.2014,Ransomware/Cryptoware,Private
someId,01.12.2014,Illegal content,Private
someId,01.12.2014,Botnets,Public
someId,01.12.2014,Hacking/Cracking,International
someId,01.12.2014,Injection attacks,Private
someId,01.12.2014,Injection attacks,Public
someId,01.12.2014,Ransomware/Cryptoware,International
someId,01.1.2015,Data breaches,Private
someId,01.1.2015,Other,International
someId,01.1.2015,Other,Private
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Injection attacks,Public
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Ransomware/Cryptoware,Private
someId,01.1.2015,Other,International
someId,01.1.2015,Other,International
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Illegal content,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Botnets,Private
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Spam,Private
someId,01.1.2015,Injection attacks,Public
someId,01.1.2015,Phishing,International
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Data breaches,Private
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Malicious code,Private
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Denial of service,International
someId,01.1.2015,Illegal content,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Injection attacks,International
someId,01.1.2015,Spam,Public
someId,01.1.2015,Ransomware/Cryptoware,Private
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Phishing,Public
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Other,Private
someId,01.1.2015,Malicious code,Private
someId,01.1.2015,Other,Public
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Phishing,International
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Botnets,Private
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Malicious code,Public
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Other,Public
someId,01.1.2015,Other,Private
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Injection attacks,Public
someId,01.1.2015,Malicious code,International
someId,01.1.2015,Denial of service,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Illegal content,Private
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Botnets,Private
someId,01.1.2015,Illegal content,Private
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Spam,Public
someId,01.1.2015,Phishing,Public
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Data breaches,Private
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Other,Public
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Malicious code,Public
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Other,International
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Malicious code,Public
someId,01.1.2015,Injection attacks,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Spam,Public
someId,01.1.2015,Other,Private
someId,01.1.2015,Malicious code,Private
someId,01.1.2015,Denial of service,International
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Other,Public
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Ransomware/Cryptoware,Private
someId,01.1.2015,Other,International
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Illegal content,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Phishing,International
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Malicious code,International
someId,01.1.2015,Malicious code,Private
someId,01.1.2015,Spam,Private
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Botnets,Private
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Injection attacks,International
someId,01.1.2015,Illegal content,Private
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Phishing,Public
someId,01.1.2015,Denial of service,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Injection attacks,Private
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Injection attacks,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Phishing,International
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Other,International
someId,01.1.2015,Ransomware/Cryptoware,Private
someId,01.1.2015,Other,Private
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Spam,International
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Illegal content,Public
someId,01.1.2015,Injection attacks,Private
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Spam,Public
someId,01.1.2015,Botnets,International
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Other,Private
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Denial of service,Public
someId,01.1.2015,Information leakage,Private
someId,01.1.2015,Phishing,International
someId,01.1.2015,Phishing,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Data breaches,International
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Phishing,Public
someId,01.1.2015,Data breaches,Private
someId,01.1.2015,Data breaches,Private
someId,01.1.2015,Illegal content,International
someId,01.1.2015,Data breaches,Public
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Denial of service,Public
someId,01.1.2015,Cyber espionage,Public
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Cyber espionage,International
someId,01.1.2015,Injection attacks,Private
someId,01.1.2015,Phishing,Private
someId,01.1.2015,Illegal content,Public
someId,01.1.2015,Denial of service,International
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Denial of service,Private
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Malicious code,Private
someId,01.1.2015,Hacking/Cracking,Public
someId,01.1.2015,Hacking/Cracking,Private
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Spam,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Ransomware/Cryptoware,International
someId,01.1.2015,Denial of service,Public
someId,01.1.2015,Malicious code,International
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Information leakage,Public
someId,01.1.2015,Botnets,Public
someId,01.1.2015,Injection attacks,International
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Cyber espionage,Private
someId,01.1.2015,Ransomware/Cryptoware,Public
someId,01.1.2015,Illegal content,Private
someId,01.1.2015,Hacking/Cracking,International
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Information leakage,International
someId,01.1.2015,Other,Public
someId,01.2.2015,Malicious code,Public
someId,01.2.2015,Phishing,International
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Malicious code,International
someId,01.2.2015,Botnets,International
someId,01.2.2015,Other,International
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Information leakage,Public
someId,01.2.2015,Illegal content,Private
someId,01.2.2015,Botnets,International
someId,01.2.2015,Data breaches,International
someId,01.2.2015,Spam,Public
someId,01.2.2015,Other,Public
someId,01.2.2015,Spam,Private
someId,01.2.2015,Hacking/Cracking,Public
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Data breaches,International
someId,01.2.2015,Information leakage,International
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Botnets,International
someId,01.2.2015,Phishing,Private
someId,01.2.2015,Information leakage,Public
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Illegal content,Private
someId,01.2.2015,Denial of service,Private
someId,01.2.2015,Ransomware/Cryptoware,Public
someId,01.2.2015,Denial of service,International
someId,01.2.2015,Other,Private
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Spam,International
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Phishing,International
someId,01.2.2015,Cyber espionage,International
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Malicious code,Private
someId,01.2.2015,Botnets,Private
someId,01.2.2015,Malicious code,International
someId,01.2.2015,Hacking/Cracking,Private
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Botnets,International
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Information leakage,Public
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Other,Public
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Other,Public
someId,01.2.2015,Cyber espionage,International
someId,01.2.2015,Spam,Public
someId,01.2.2015,Denial of service,Private
someId,01.2.2015,Hacking/Cracking,International
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Information leakage,Public
someId,01.2.2015,Spam,Private
someId,01.2.2015,Phishing,Private
someId,01.2.2015,Denial of service,International
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Spam,Public
someId,01.2.2015,Other,Private
someId,01.2.2015,Spam,Private
someId,01.2.2015,Spam,Private
someId,01.2.2015,Cyber espionage,Public
someId,01.2.2015,Cyber espionage,International
someId,01.2.2015,Other,International
someId,01.2.2015,Botnets,Public
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Malicious code,International
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Hacking/Cracking,Private
someId,01.2.2015,Malicious code,International
someId,01.2.2015,Spam,Public
someId,01.2.2015,Information leakage,Private
someId,01.2.2015,Other,Public
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Cyber espionage,International
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Hacking/Cracking,Public
someId,01.2.2015,Phishing,International
someId,01.2.2015,Denial of service,Public
someId,01.2.2015,Spam,International
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Botnets,Public
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Hacking/Cracking,Private
someId,01.2.2015,Phishing,International
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Injection attacks,Public
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Data breaches,International
someId,01.2.2015,Botnets,International
someId,01.2.2015,Spam,Private
someId,01.2.2015,Other,International
someId,01.2.2015,Phishing,Private
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Cyber espionage,Public
someId,01.2.2015,Denial of service,International
someId,01.2.2015,Denial of service,Private
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Cyber espionage,International
someId,01.2.2015,Information leakage,Private
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Spam,Private
someId,01.2.2015,Denial of service,Public
someId,01.2.2015,Cyber espionage,Public
someId,01.2.2015,Spam,International
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Cyber espionage,Public
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Botnets,Public
someId,01.2.2015,Hacking/Cracking,International
someId,01.2.2015,Denial of service,Public
someId,01.2.2015,Hacking/Cracking,Public
someId,01.2.2015,Other,International
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Hacking/Cracking,International
someId,01.2.2015,Other,Public
someId,01.2.2015,Botnets,Public
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Denial of service,International
someId,01.2.2015,Malicious code,Public
someId,01.2.2015,Malicious code,Private
someId,01.2.2015,Phishing,International
someId,01.2.2015,Ransomware/Cryptoware,International
someId,01.2.2015,Illegal content,Private
someId,01.2.2015,Illegal content,International
someId,01.2.2015,Botnets,International
someId,01.2.2015,Cyber espionage,Private
someId,01.2.2015,Phishing,International
someId,01.2.2015,Other,International
someId,01.2.2015,Phishing,International
someId,01.2.2015,Hacking/Cracking,Private
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Malicious code,Private
someId,01.2.2015,Denial of service,Private
someId,01.2.2015,Hacking/Cracking,Private
someId,01.2.2015,Denial of service,International
someId,01.2.2015,Phishing,International
someId,01.2.2015,Phishing,Public
someId,01.2.2015,Malicious code,Public
someId,01.2.2015,Botnets,International
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Data breaches,Private
someId,01.2.2015,Malicious code,Private
someId,01.2.2015,Hacking/Cracking,Public
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Ransomware/Cryptoware,International
someId,01.2.2015,Spam,Private
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Ransomware/Cryptoware,Public
someId,01.2.2015,Information leakage,Private
someId,01.2.2015,Ransomware/Cryptoware,Public
someId,01.2.2015,Other,Public
someId,01.2.2015,Other,Private
someId,01.2.2015,Other,Public
someId,01.2.2015,Denial of service,Private
someId,01.2.2015,Botnets,International
someId,01.2.2015,Spam,Public
someId,01.2.2015,Illegal content,Private
someId,01.2.2015,Ransomware/Cryptoware,Private
someId,01.2.2015,Data breaches,Public
someId,01.2.2015,Information leakage,International
someId,01.2.2015,Injection attacks,International
someId,01.2.2015,Other,Public
someId,01.2.2015,Other,Public
someId,01.2.2015,Other,Public
someId,01.2.2015,Cyber espionage,Public
someId,01.2.2015,Information leakage,International
someId,01.2.2015,Other,Public
someId,01.2.2015,Illegal content,Public
someId,01.2.2015,Malicious code,International
someId,01.2.2015,Data breaches,International
someId,01.2.2015,Spam,International
someId,01.3.2015,Denial of service,International
someId,01.3.2015,Illegal content,Public
someId,01.3.2015,Injection attacks,Private
someId,01.3.2015,Ransomware/Cryptoware,International
someId,01.3.2015,Botnets,Public
someId,01.3.2015,Data breaches,Private
someId,01.3.2015,Malicious code,Public
someId,01.3.2015,Phishing,Public
someId,01.3.2015,Information leakage,Public
someId,01.3.2015,Denial of service,International
someId,01.3.2015,Other,Private
someId,01.3.2015,Cyber espionage,Private
someId,01.3.2015,Malicious code,Private
someId,01.3.2015,Ransomware/Cryptoware,International
someId,01.3.2015,Information leakage,International
someId,01.3.2015,Injection attacks,International
someId,01.3.2015,Cyber espionage,Private
someId,01.3.2015,Cyber espionage,Private
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Botnets,Public
someId,01.4.2015,Spam,International
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Other,International
someId,01.4.2015,Botnets,International
someId,01.4.2015,Injection attacks,Public
someId,01.4.2015,Injection attacks,Private
someId,01.4.2015,Botnets,International
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Malicious code,Private
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Ransomware/Cryptoware,International
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Ransomware/Cryptoware,International
someId,01.4.2015,Injection attacks,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Botnets,Private
someId,01.4.2015,Hacking/Cracking,Public
someId,01.4.2015,Spam,Public
someId,01.4.2015,Cyber espionage,Private
someId,01.4.2015,Injection attacks,International
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Other,Private
someId,01.4.2015,Cyber espionage,Public
someId,01.4.2015,Information leakage,Private
someId,01.4.2015,Hacking/Cracking,Private
someId,01.4.2015,Data breaches,International
someId,01.4.2015,Illegal content,Private
someId,01.4.2015,Illegal content,International
someId,01.4.2015,Botnets,Public
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Illegal content,International
someId,01.4.2015,Ransomware/Cryptoware,International
someId,01.4.2015,Ransomware/Cryptoware,Public
someId,01.4.2015,Hacking/Cracking,Private
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Illegal content,Public
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Other,International
someId,01.4.2015,Phishing,International
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Malicious code,Private
someId,01.4.2015,Hacking/Cracking,Public
someId,01.4.2015,Other,International
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Phishing,International
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Denial of service,Private
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Illegal content,International
someId,01.4.2015,Phishing,International
someId,01.4.2015,Injection attacks,International
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Denial of service,Private
someId,01.4.2015,Illegal content,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Phishing,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Spam,International
someId,01.4.2015,Phishing,Private
someId,01.4.2015,Information leakage,International
someId,01.4.2015,Other,Private
someId,01.4.2015,Hacking/Cracking,Private
someId,01.4.2015,Spam,Private
someId,01.4.2015,Cyber espionage,Public
someId,01.4.2015,Malicious code,International
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Injection attacks,Public
someId,01.4.2015,Other,Public
someId,01.4.2015,Hacking/Cracking,International
someId,01.4.2015,Malicious code,Private
someId,01.4.2015,Spam,Private
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Denial of service,International
someId,01.4.2015,Botnets,International
someId,01.4.2015,Cyber espionage,Public
someId,01.4.2015,Malicious code,Private
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Denial of service,International
someId,01.4.2015,Other,International
someId,01.4.2015,Ransomware/Cryptoware,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Data breaches,Public
someId,01.4.2015,Ransomware/Cryptoware,Public
someId,01.4.2015,Spam,Private
someId,01.4.2015,Injection attacks,Public
someId,01.4.2015,Phishing,Private
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Spam,Private
someId,01.4.2015,Ransomware/Cryptoware,International
someId,01.4.2015,Phishing,Private
someId,01.4.2015,Botnets,Public
someId,01.4.2015,Illegal content,Public
someId,01.4.2015,Phishing,International
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Spam,Public
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Illegal content,Public
someId,01.4.2015,Hacking/Cracking,Public
someId,01.4.2015,Malicious code,International
someId,01.4.2015,Cyber espionage,International
someId,01.4.2015,Cyber espionage,Public
someId,01.4.2015,Ransomware/Cryptoware,Private
someId,01.4.2015,Hacking/Cracking,International
someId,01.4.2015,Hacking/Cracking,Private
someId,01.4.2015,Information leakage,International
someId,01.4.2015,Botnets,Private
someId,01.4.2015,Phishing,Private
someId,01.4.2015,Ransomware/Cryptoware,International
someId,01.4.2015,Information leakage,Private
someId,01.4.2015,Botnets,International
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Malicious code,Public
someId,01.4.2015,Malicious code,International
someId,01.4.2015,Hacking/Cracking,International
someId,01.4.2015,Malicious code,International
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Data breaches,Private
someId,01.4.2015,Denial of service,Public
someId,01.4.2015,Spam,Public
someId,01.4.2015,Other,International
someId,01.4.2015,Other,Public
someId,01.4.2015,Spam,Private
someId,01.4.2015,Information leakage,Public
someId,01.4.2015,Information leakage,International
someId,01.4.2015,Hacking/Cracking,Private
someId,01.4.2015,Illegal content,International
